tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres
tt0043469,movie,Distant Drums,Distant Drums,0,1951,101,"Action,Adventure,Drama"
tt0043470,movie,Domani è un altro giorno,Domani è un altro giorno,0,1951,115,Drama
tt0043471,movie,Don Daredevil Rides Again,Don Daredevil Rides Again,0,1951,167,Western
tt0043474,movie,Two Faces Have the Destiny,Dos caras tiene el destino,0,1952,120,"Crime,Drama,Mystery"
tt0043475,movie,Dos vidas,Dos vidas,0,1952,80,Drama
tt0043476,movie,Double Dynamite,Double Dynamite,0,1951,80,"Adventure,Comedy,Music"
tt0043477,movie,Affairs of Dr. Holl,Dr. Holl,0,1951,102,Drama
tt0043478,movie,Drei Kavaliere,Drei Kavaliere,0,1951,88,Comedy
tt0043482,movie,Drums in the Deep South,Drums in the Deep South,0,1951,87,Western
tt0043483,movie,Zwei in einem Auto,Zwei in einem Auto,0,1951,100,Comedy
tt0043484,movie,Die Dubarry,Die Dubarry,0,1951,99,"Musical,Romance"
tt0043485,movie,Doubt,Duda,0,1951,104,\N
tt0043487,movie,I due derelitti,I due derelitti,0,1951,90,Drama
tt0043488,movie,I due sergenti,I due sergenti,0,1951,76,Comedy
tt0043489,movie,The Temptress,Le due verità,0,1951,94,"Drama,Mystery"
tt0043491,movie,Dårskapens hus,Dårskapens hus,0,1951,78,Comedy
tt0043492,movie,Déryné,Déryné,0,1951,111,"Biography,Drama,History"
tt0043493,movie,Le désir et l'amour,Le désir et l'amour,0,1952,80,Drama
tt0043494,movie,Día tras día,Día tras día,0,1951,90,Drama
tt0043499,movie,Elopement,Elopement,0,1951,82,Comedy
tt0043500,movie,"Em-Nar, la ciudad de fuego","Em-Nar, la ciudad de fuego",0,1952,75,Adventure
tt0043501,movie,Enam djam di Jogja,Enam djam di Jogja,0,1951,116,"Drama,War"
tt0043502,movie,El enamorado,El enamorado,0,1952,95,"Comedy,Drama,Western"
tt0043503,movie,The Enforcer,The Enforcer,0,1951,87,"Crime,Film-Noir,Thriller"
tt0043504,movie,Engel im Abendkleid,Engel im Abendkleid,0,1951,95,Comedy
tt0043505,movie,The Young Caruso,Enrico Caruso - Leggenda di una voce,0,1951,91,"Biography,Drama,Music"
tt0043506,movie,"Era lui, sì, sì!","Era lui, sì, sì!",0,1951,95,Comedy
tt0043507,movie,L'eroe sono io!,L'eroe sono io!,0,1952,85,Comedy
tt0043508,movie,Es geht nicht ohne Gisela,Es geht nicht ohne Gisela,0,1951,82,"Comedy,Musical"
tt0043509,movie,Miracles Still Happen,Es geschehen noch Wunder,0,1951,90,"Comedy,Romance"
tt0043511,movie,Europe '51,Europa '51,0,1952,118,Drama
tt0043512,movie,Eva erbt das Paradies... ein Abenteuer im Salzkammergut,Eva erbt das Paradies... ein Abenteuer im Salzkammergut,0,1951,105,Comedy
tt0043513,movie,Das ewige Spiel,Das ewige Spiel,0,1951,94,Drama
tt0043514,movie,Excuse My Dust,Excuse My Dust,0,1951,82,"Comedy,Musical"
tt0043515,movie,The Strange Case of the Man and the Beast,El extraño caso del hombre y la bestia,0,1951,80,"Horror,Sci-Fi"
tt0043516,movie,F.B.I. Girl,F.B.I. Girl,0,1951,74,"Crime,Drama,Film-Noir"
tt0043518,movie,Fall 7:9,Falschmünzer am Werk,0,1951,94,Crime
tt0043519,movie,La famiglia Passaguai fa fortuna,La famiglia Passaguai fa fortuna,0,1952,96,Comedy
tt0043520,movie,The Passaguai Family,La famiglia Passaguai,0,1951,95,Comedy
tt0043521,movie,The Family Secret,The Family Secret,0,1951,85,"Crime,Drama"
tt0043522,movie,Fanfaren der Liebe,Fanfaren der Liebe,0,1951,91,"Comedy,Romance"
tt0043523,movie,The Fat Man,The Fat Man,0,1951,78,"Crime,Drama,Film-Noir"
tt0043525,movie,Father Takes the Air,Father Takes the Air,0,1951,61,Comedy
tt0043526,movie,Father's Little Dividend,Father's Little Dividend,0,1951,82,"Comedy,Drama,Romance"
tt0043528,movie,Der fidele Bauer,Der fidele Bauer,0,1951,105,"Comedy,Drama,Musical"
tt0043529,movie,La fierecilla domada,La fierecilla domada,0,1956,80,Comedy
tt0043531,movie,Fighting Coast Guard,Fighting Coast Guard,0,1951,86,"Adventure,Drama,Romance"
tt0043532,movie,Nobody's Children,I figli di nessuno,0,1951,102,"Drama,Romance"
tt0043533,movie,Filumena Marturano,Filumena Marturano,0,1951,98,"Comedy,Drama"
tt0043534,movie,Finders Keepers,Finders Keepers,0,1951,74,Comedy
tt0043535,movie,Fingerprints Don't Lie,Fingerprints Don't Lie,0,1951,57,Drama
tt0043537,movie,The First Legion,The First Legion,0,1951,86,Drama
tt0043539,movie,Five,Five,0,1951,93,"Drama,Horror,Sci-Fi"
tt0043540,movie,Fixed Bayonets!,Fixed Bayonets!,0,1951,92,"Action,Drama,War"
tt0043542,movie,Flame of Araby,Flame of Araby,0,1951,77,Adventure
tt0043543,movie,Flame of Stamboul,Flame of Stamboul,0,1951,68,"Action,Adventure,Drama"
tt0043544,movie,Flaming Feather,Flaming Feather,0,1952,77,Western
tt0043545,movie,Flight to Mars,Flight to Mars,0,1951,72,"Drama,Sci-Fi"
tt0043547,movie,Flying Leathernecks,Flying Leathernecks,0,1951,102,"Action,Drama,War"
tt0043549,movie,Fodboldpræsten,Fodboldpræsten,0,1951,99,"Family,Romance"
tt0043550,movie,Follow the Sun,Follow the Sun,0,1951,93,"Biography,Drama,Romance"
tt0043551,movie,Footlight Varieties,Footlight Varieties,0,1951,61,"Comedy,Music"
tt0043552,movie,La forastera,La forastera,0,1952,85,Drama
tt0043553,movie,Force of Arms,Force of Arms,0,1951,99,"Drama,Romance,War"
tt0043554,movie,Fort Defiance,Fort Defiance,0,1951,82,Western
tt0043555,movie,Fort Dodge Stampede,Fort Dodge Stampede,0,1951,60,Western
tt0043556,movie,Fort Savage Raiders,Fort Savage Raiders,0,1951,54,Western
tt0043557,movie,Fort Worth,Fort Worth,0,1951,80,"Drama,Western"
tt0043558,movie,Four Days,Four Days,0,1951,55,Drama
tt0043560,movie,Fourteen Hours,Fourteen Hours,0,1951,92,"Drama,Film-Noir,Thriller"
tt0043562,movie,Francis Goes to the Races,Francis Goes to the Races,0,1951,88,"Comedy,Family,Fantasy"
tt0043563,movie,Die Frauen des Herrn S.,Die Frauen des Herrn S.,0,1951,95,Comedy
tt0043565,movie,The Frogmen,The Frogmen,0,1951,96,"Adventure,Drama,War"
tt0043566,movie,Divorced,Frånskild,0,1951,103,Drama
tt0043567,movie,Miss Julie,Fröken Julie,0,1951,90,"Drama,Romance"
tt0043568,movie,Voices of Spring,Frühlingsstimmen,0,1952,94,"Musical,Romance"
tt0043569,movie,Black Fire,Fuoco nero,0,1951,84,Drama
tt0043570,movie,Fury of the Congo,Fury of the Congo,0,1951,69,"Action,Adventure,Crime"
tt0043572,movie,G.I. Jane,G.I. Jane,0,1951,62,Musical
tt0043573,movie,The Straying Rooster,Un gallo en corral ajeno,0,1952,99,"Comedy,Family,Musical"
tt0043574,movie,The Galloping Major,The Galloping Major,0,1951,82,Comedy
tt0043575,movie,Det gamle guld,Det gamle guld,0,1951,99,"Comedy,Drama,Family"
tt0043576,movie,Gangsterpremiere,Gangsterpremiere,0,1951,93,Comedy
tt0043577,movie,Mr. Peek-a-Boo,"Garou Garou, le passe-muraille",0,1951,90,"Comedy,Fantasy"
tt0043578,movie,Geheimnis einer Ehe,Geheimnis einer Ehe,0,1951,94,Comedy
tt0043579,movie,Gene Autry and the Mounties,Gene Autry and The Mounties,0,1951,70,Western
tt0043580,movie,Genji monogatari,Genji monogatari,0,1951,121,Drama
tt0043582,movie,Das gestohlene Jahr,Das gestohlene Jahr,0,1951,89,Drama
tt0043584,movie,Ghayal,Ghayal,0,1951,156,Drama
tt0043585,movie,Ghost Chasers,Ghost Chasers,0,1951,69,"Action,Adventure,Comedy"
tt0043586,movie,Gift im Zoo,Gift im Zoo,0,1952,82,Crime
tt0043587,movie,Ginza Cosmetics,Ginza keshô,0,1951,87,Drama
tt0043588,movie,The Girl on the Bridge,The Girl on the Bridge,0,1951,76,"Crime,Drama"
tt0043589,movie,The Glenrowan Affair,The Glenrowan Affair,0,1951,70,"Action,Crime,Drama"
tt0043590,movie,Go for Broke!,Go for Broke!,0,1951,92,"Drama,History,War"
tt0043591,movie,Gold Raiders,Gold Raiders,0,1951,56,"Comedy,Family,Western"
tt0043592,movie,Golden Girl,Golden Girl,0,1951,108,"Drama,Musical,Western"
tt0043593,movie,The Golden Horde,The Golden Horde,0,1951,77,"Action,Adventure"
tt0043595,movie,"Goodbye, My Fancy","Goodbye, My Fancy",0,1951,107,"Comedy,Romance"
tt0043596,movie,Government Agents vs Phantom Legion,Government Agents vs Phantom Legion,0,1951,167,"Action,Crime,Drama"
tt0043597,movie,El gran Galeoto,El gran Galeoto,0,1951,78,Drama
tt0043598,movie,La grande rinuncia,La grande rinuncia,0,1951,98,Drama
tt0043599,movie,The Great Caruso,The Great Caruso,0,1951,109,"Biography,Drama,Music"
tt0043600,movie,The Great Missouri Raid,The Great Missouri Raid,0,1951,84,Western
tt0043601,movie,Green Grow the Rushes,Green Grow the Rushes,0,1951,77,"Comedy,Thriller"
tt0043602,movie,Greve Svensson,Greve Svensson,0,1951,93,Comedy
tt0043603,movie,The Groom Wore Spurs,The Groom Wore Spurs,0,1951,81,Comedy
tt0043605,movie,The Heath Is Green,Grün ist die Heide,0,1951,90,Drama
tt0043606,movie,Guardie e ladri,Guardie e ladri,0,1951,105,"Comedy,Drama"
tt0043608,movie,Gunplay,Gunplay,0,1951,61,Western
tt0043609,movie,The Guy Who Came Back,The Guy Who Came Back,0,1951,91,"Drama,Romance,Sport"
tt0043610,movie,Gyarmat a föld alatt,Gyarmat a föld alatt,0,1951,93,Drama
tt0043611,movie,Ha da venì... don Calogero,Ha da venì... don Calogero,0,1952,94,Comedy
tt0043612,movie,Ha fatto 13,Ha fatto 13,0,1951,85,Comedy
tt0043613,movie,Habitación para tres,Habitación para tres,0,1952,75,Comedy
tt0043614,movie,The Idiot,Hakuchi,0,1951,166,"Drama,Romance"
tt0043615,movie,Half Angel,Half Angel,0,1951,77,"Comedy,Romance"
tt0043616,movie,Hallo Dienstmann,Hallo Dienstmann,0,1952,105,Comedy
tt0043617,movie,Hanna Amon,Hanna Amon,0,1951,106,Drama
tt0043618,movie,Happy Go Lovely,Happy Go Lovely,0,1951,97,"Comedy,Musical,Romance"
tt0043619,movie,"Hard, Fast and Beautiful!","Hard, Fast and Beautiful!",0,1951,78,"Drama,Romance,Sport"
tt0043621,movie,The Harlem Globetrotters,The Harlem Globetrotters,0,1951,78,"Drama,Sport"
tt0043622,movie,The House in Montevideo,Das Haus in Montevideo,0,1951,106,Comedy
tt0043623,movie,Havana Rose,Havana Rose,0,1951,77,"Comedy,Music,Romance"
tt0043624,movie,Hay un niño en su futuro,Hay un niño en su futuro,0,1952,96,"Comedy,Drama"
tt0043625,movie,He Ran All the Way,He Ran All the Way,0,1951,77,"Crime,Drama,Film-Noir"
tt0043626,movie,Heart of the Rockies,Heart of the Rockies,0,1951,66,"Drama,Music,Western"
tt0043627,movie,Heidelberger Romanze,Heidelberger Romanze,0,1951,97,Romance
tt0043628,movie,"Heimat, deine Sterne","Heimat, deine Sterne",0,1951,79,Drama
tt0043629,movie,Hell Is Sold Out,Hell Is Sold Out,0,1951,85,Drama
tt0043630,movie,Hello God,Hello God,0,1951,64,Drama
tt0043632,movie,Her First Romance,Her First Romance,0,1951,72,"Drama,Romance"
tt0043633,movie,Here Comes the Groom,Here Comes the Groom,0,1951,113,"Comedy,Musical,Romance"
tt0043634,movie,Herencia Imperial (África y los Reyes Católicos),Herencia Imperial (África y los Reyes Católicos),0,1952,53,Documentary
tt0043635,movie,No Greater Love,Herz der Welt,0,1952,113,"Biography,Drama"
tt0043636,movie,Herzen im Sturm,Herzen im Sturm,0,1951,100,"Adventure,Family,Romance"
tt0043637,movie,High Treason,High Treason,0,1951,93,"Crime,Drama,Thriller"
tt0043638,movie,The Highwayman,The Highwayman,0,1951,82,"Adventure,Drama,Music"
tt0043639,movie,Daughter of Deceit,La hija del engaño,0,1951,78,"Comedy,Drama"
tt0043640,movie,"Hilfe, ich bin unsichtbar","Hilfe, ich bin unsichtbar",0,1951,88,"Comedy,Sci-Fi"
tt0043641,movie,The Hills of Utah,The Hills of Utah,0,1951,70,Western
tt0043643,movie,His Kind of Woman,His Kind of Woman,0,1951,120,"Action,Crime,Film-Noir"
tt0043645,movie,Hochzeit im Heu,Hochzeit im Heu,0,1951,89,"Comedy,Romance"
tt0043646,movie,Hollywood Story,Hollywood Story,0,1951,77,"Crime,Drama,Film-Noir"
tt0043650,movie,Home to Danger,Home to Danger,0,1951,66,"Crime,Drama,Mystery"
tt0043651,movie,Home Town Story,Home Town Story,0,1951,61,"Comedy,Drama,Romance"
tt0043652,movie,One Summer of Happiness,Hon dansade en sommar,0,1951,103,"Drama,Romance"
tt0043653,movie,Honeychile,Honeychile,0,1951,89,"Comedy,Musical"
tt0043654,movie,Hong Kong,Hong Kong,0,1952,94,"Adventure,Comedy,Drama"
tt0043655,movie,The Hoodlum,The Hoodlum,0,1951,61,"Crime,Drama,Film-Noir"
tt0043656,movie,Horas inciertas,Horas inciertas,0,1951,88,\N
tt0043657,movie,Hot Lead,Hot Lead,0,1951,60,Western
tt0043658,movie,Hotel Sahara,Hotel Sahara,0,1951,96,"Comedy,Romance,War"
tt0043660,movie,The House on Telegraph Hill,The House on Telegraph Hill,0,1951,93,"Crime,Drama,Film-Noir"
tt0043662,movie,Hurricane Island,Hurricane Island,0,1951,71,Adventure
tt0043663,movie,I Can Get It for You Wholesale,I Can Get It for You Wholesale,0,1951,91,"Drama,Romance"
tt0043664,movie,I Want You,I Want You,0,1951,102,Drama
tt0043665,movie,I Was a Communist for the F.B.I.,I Was a Communist for the F.B.I.,0,1951,83,"Crime,Drama,Film-Noir"
tt0043666,movie,I Was an American Spy,I Was an American Spy,0,1951,85,"Biography,Drama,War"
tt0043667,movie,I'd Climb the Highest Mountain,I'd Climb the Highest Mountain,0,1951,88,"Biography,Drama,Romance"
tt0043668,movie,I'll Never Forget You,The House in the Square,0,1951,90,"Drama,Fantasy,Romance"
tt0043669,movie,I'll See You in My Dreams,I'll See You in My Dreams,0,1951,110,"Biography,Comedy,Musical"
tt0043670,movie,Son of the Nile,Ibn el Nil,0,1951,125,"Drama,Romance,Thriller"
tt0043671,movie,Stranger on the Prowl,Imbarco a mezzanotte,0,1952,90,Drama
tt0043672,movie,In München steht ein Hofbräuhaus,In München steht ein Hofbräuhaus,0,1951,106,Comedy
tt0043673,movie,In Old Amarillo,In Old Amarillo,0,1951,67,"Drama,Music,Western"
tt0043674,movie,Tragic Spell,Incantesimo tragico,0,1951,95,Drama
tt0043675,movie,What Price Innocence?,Gli innocenti pagano,0,1952,92,Drama
tt0043676,movie,Inside Straight,Inside Straight,0,1951,87,"Drama,Romance,Western"
tt0043677,movie,Inside the Walls of Folsom Prison,Inside the Walls of Folsom Prison,0,1951,87,"Crime,Drama,Film-Noir"
tt0043678,movie,Iron Man,Iron Man,0,1951,82,"Drama,Film-Noir,Sport"
tt0043679,movie,Los isleros,Los isleros,0,1951,112,Drama
tt0043680,movie,It's a Big Country: An American Anthology,It's a Big Country: An American Anthology,0,1951,89,"Comedy,Drama"
tt0043681,movie,Clothes of Deception,Itsuwareru seisô,0,1951,103,Drama
tt0043682,movie,Ivory Hunter,Where No Vultures Fly,0,1951,107,"Adventure,Drama"
tt0043686,movie,Forbidden Games,Jeux interdits,0,1952,86,"Comedy,Drama,War"
tt0043687,movie,Jim Thorpe -- All-American,Jim Thorpe -- All-American,0,1951,107,"Biography,Drama,Family"
tt0043689,movie,Joe Palooka in Triple Cross,Joe Palooka in Triple Cross,0,1951,60,"Drama,Sport"
tt0043690,movie,Johannes und die 13 Schönheitsköniginnen,Johannes und die 13 Schönheitsköniginnen,0,1951,96,"Comedy,Musical"
tt0043692,movie,Journey Into Light,Journey Into Light,0,1951,87,Drama
tt0043694,movie,Jungle Manhunt,Jungle Manhunt,0,1951,66,"Action,Adventure,Romance"
tt0043695,movie,Tarzan's Peril,Tarzan's Peril,0,1951,78,Adventure
tt0043697,movie,Kanketsu Sasaki Kojirô: Ganryû-jima kettô,Kanketsu Sasaki Kojirô: Ganryû-jima kettô,0,1951,98,"Action,Adventure,Drama"
tt0043699,movie,Carmen Comes Home,Karumen kokyô ni kaeru,0,1951,86,Comedy
tt0043701,movie,Dream of a Cossack,Kavalier zolotoy zvezdy,0,1951,95,Drama
tt0043703,movie,Kekec,Kekec,0,1951,97,"Adventure,Family"
tt0043704,movie,Wedding March,Kekkon koshinkyoku,0,1951,83,Drama
tt0043705,movie,Kentucky Jubilee,Kentucky Jubilee,0,1951,72,"Comedy,Music"
tt0043706,movie,Kesäillan valssi,Kesäillan valssi,0,1951,97,"Drama,Music,Romance"
tt0043707,movie,Vendetta of a Samurai,Araki Mataemon: Kettô kagiya no tsuji,0,1952,82,"Action,Adventure,Drama"
tt0043708,movie,The Kid from Amarillo,The Kid from Amarillo,0,1951,56,Western
tt0043709,movie,Kind Lady,Kind Lady,0,1951,78,"Crime,Drama,Film-Noir"
tt0043713,movie,Koibito,Koibito,0,1951,71,\N
tt0043715,movie,Krane's Confectionery,Kranes konditori,0,1951,103,Drama
tt0043716,movie,Kuisma ja Helinä,Kuisma ja Helinä,0,1951,91,Drama
tt0043717,movie,Kvinnan bakom allt,Kvinnan bakom allt,0,1951,100,"Comedy,Drama"
tt0043718,movie,Königin einer Nacht,Königin einer Nacht,0,1951,95,"Music,Romance"
tt0043719,movie,Bikini Baby,Lady Godiva Rides Again,0,1951,90,Comedy
tt0043720,movie,The Lady Pays Off,The Lady Pays Off,0,1951,80,"Comedy,Drama,Romance"
tt0043721,movie,The Lady Says No,The Lady Says No,0,1951,80,"Comedy,Music,Romance"
tt0043722,movie,The Lady and the Bandit,The Lady and the Bandit,0,1951,79,"Adventure,Biography,Romance"
tt0043723,movie,The Lady from Texas,The Lady from Texas,0,1951,78,"Comedy,Western"
tt0043724,movie,The Lady with a Lamp,The Lady with a Lamp,0,1951,110,"Drama,History,War"
tt0043725,movie,The Last Outpost,The Last Outpost,0,1951,89,Western
tt0043726,movie,Obsessed,The Late Edwina Black,0,1951,78,"Drama,Mystery"
tt0043727,movie,Laughter in Paradise,Laughter in Paradise,0,1951,93,Comedy
tt0043728,movie,The Law and the Lady,The Law and the Lady,0,1951,104,"Comedy,Drama,Film-Noir"
tt0043729,movie,Lawless Cowboys,Lawless Cowboys,0,1951,58,Western
tt0043730,movie,Leave It to the Marines,Leave It to the Marines,0,1951,65,Comedy
tt0043731,movie,Mistress of Treves,La leggenda di Genoveffa,0,1952,95,Drama
tt0043733,movie,The Lemon Drop Kid,The Lemon Drop Kid,0,1951,91,"Comedy,Crime,Music"
tt0043735,movie,Let's Go Navy!,Let's Go Navy!,0,1951,68,"Comedy,Family"
tt0043736,movie,Let's Make It Legal,Let's Make It Legal,0,1951,77,"Comedy,Drama,Romance"
tt0043737,movie,Desires,Das letzte Rezept,0,1952,97,Drama
tt0043738,movie,Der letzte Schuß,Der letzte Schuß,0,1951,81,Drama
tt0043739,movie,Leva på 'Hoppet',Leva på 'Hoppet',0,1951,100,Comedy
tt0043740,movie,Free Escape,Libera uscita,0,1951,90,Comedy
tt0043741,movie,Licenza premio,Licenza premio,0,1951,91,Comedy
tt0043742,movie,Life in Her Hands,Life in Her Hands,0,1951,58,Drama
tt0043743,movie,The Light Touch,The Light Touch,0,1951,93,"Crime,Drama"
tt0043744,movie,Lightning Strikes Twice,Lightning Strikes Twice,0,1951,91,"Crime,Drama,Film-Noir"
tt0043746,movie,The Lion Hunters,The Lion Hunters,0,1951,75,Adventure
tt0043747,movie,Little Big Horn,Little Big Horn,0,1951,86,Western
tt0043748,movie,Little Egypt,Little Egypt,0,1951,82,"Comedy,Drama"
tt0043750,movie,"Lola, the Coalgirl","Lola, la piconera",0,1952,89,Drama
tt0043751,movie,Lone Star,Lone Star,0,1952,94,"Drama,Western"
tt0043752,movie,The Long Dark Hall,The Long Dark Hall,0,1951,86,"Crime,Drama"
tt0043753,movie,The Longhorn,The Longhorn,0,1951,70,Western
tt0043755,movie,Lorenzaccio,Lorenzaccio,0,1951,91,Drama
tt0043756,movie,Lorna Doone,Lorna Doone,0,1951,88,"Adventure,Drama,Romance"
tt0043757,movie,Lost Continent,Lost Continent,0,1951,83,"Adventure,Fantasy,Sci-Fi"
tt0043758,movie,Lost Planet Airmen,Lost Planet Airmen,0,1951,65,"Action,Crime,Sci-Fi"
tt0043759,movie,Love Nest,Love Nest,0,1951,84,"Comedy,Drama,Romance"
tt0043762,movie,Lullaby of Broadway,Lullaby of Broadway,0,1951,92,"Comedy,Musical,Romance"
tt0043763,movie,Luna de sangre,Luna de sangre,0,1952,95,Drama
tt0043764,movie,Red Moon,Luna rossa,0,1951,85,Drama
tt0043765,movie,Frontier Wolf,Il lupo della frontiera,0,1952,87,Drama
tt0043766,movie,M,M,0,1951,88,"Crime,Drama,Film-Noir"
tt0043767,movie,Ma and Pa Kettle Back on the Farm,Ma and Pa Kettle Back on the Farm,0,1951,80,Comedy
tt0043768,movie,My Wife Is Formidable,Ma femme est formidable,0,1951,92,Comedy
tt0043769,movie,The Magic Box,The Magic Box,0,1951,118,"Biography,Drama"
tt0043770,movie,The Magic Carpet,The Magic Carpet,0,1951,84,"Action,Adventure,Fantasy"
tt0043771,movie,The Magic Face,The Magic Face,0,1951,88,"Drama,War"
tt0043773,movie,Il mago per forza,Il mago per forza,0,1951,85,Comedy
tt0043774,movie,The Dancer,Maihime,0,1951,85,Drama
tt0043775,movie,Dirty Hands,Les mains sales,0,1951,103,Drama
tt0043776,movie,Major Bauk,Major Bauk,0,1951,117,"Action,War"
tt0043777,movie,"Mamma mia, che impressione!","Mamma mia, che impressione!",0,1951,75,Comedy
tt0043778,movie,The Man from Planet X,The Man from Planet X,0,1951,71,"Horror,Romance,Sci-Fi"
tt0043779,movie,Man from Sonora,Man from Sonora,0,1951,54,Western
tt0043780,movie,The Man Without a Nationality,Mukokuseki-sha,0,1951,85,\N
tt0043781,movie,Man in the Saddle,Man in the Saddle,0,1951,87,"Drama,Western"
tt0043782,movie,The Man with a Cloak,The Man with a Cloak,0,1951,84,"Crime,Drama,Thriller"
tt0043783,movie,Manchas de sangre en la luna,Manchas de sangre en la luna,0,1952,80,Drama
tt0043784,movie,El mar y tú,El mar y tú,0,1952,91,"Drama,Romance"
tt0043786,movie,Maria Theresia,Maria Theresia,0,1951,91,"Drama,History"
tt0043787,movie,The Mark of the Renegade,Mark of the Renegade,0,1951,81,"Adventure,Romance,Western"
tt0043789,movie,María Morena,María Morena,0,1952,75,"Drama,Musical"
tt0043790,movie,Mask of the Avenger,Mask of the Avenger,0,1951,83,"Adventure,Drama,History"
tt0043791,movie,Mask of the Dragon,Mask of the Dragon,0,1951,53,"Crime,Drama"
